timestamp,x,y,z,yaw,yawspeed,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],thrust[0],thrust[1],thrust[2]
217977444,-14.409043,164.72403,-29.346102,-2.4801204,0.0,0.58360755,0.06684265,1.0,0.27924916,-0.14418636,0.15203115,0.0,0.0,0.0,0.017289005,-0.008926934,-0.6071792
218073344,-14.409043,164.72403,-29.242062,-2.4801204,0.0,0.5816642,0.067654416,1.0,0.28065115,-0.15865648,0.14570698,0.0,0.0,0.0,0.017387057,-0.009829175,-0.6075712
218169025,-14.409043,164.72403,-29.146376,-2.4801204,0.0,0.5735529,0.06645126,1.0,0.26293302,-0.115341544,0.11022607,0.0,0.0,0.0,0.01635051,-0.007172523,-0.60983205
218277721,-14.409043,164.72403,-29.037687,-2.4801204,0.0,0.56992984,0.06732101,1.0,0.26736352,-0.16750701,0.15160626,0.0,0.0,0.0,0.016552586,-0.010370427,-0.6071672
218377879,-14.409043,164.72403,-28.945774,-2.4801204,0.0,0.5662162,0.06888656,1.0,0.26585716,-0.11402124,0.14777008,0.0,0.0,0.0,0.016466424,-0.007062146,-0.60737187
218473579,-14.409043,164.72403,-28.841825,-2.4801204,0.0,0.55946475,0.06985778,1.0,0.29292154,-0.110128954,0.13386771,0.0,0.0,0.0,0.018167913,-0.0068305437,-0.6082285
218577497,-14.409044,164.72401,-28.737911,-2.4801204,0.0,0.5531527,0.0719017,1.0,0.2763424,-0.102073714,0.1172596,0.0,0.0,0.0,0.017169125,-0.0063418294,-0.60927653
218677118,-14.409044,164.72401,-28.638298,-2.4801204,0.0,0.5509046,0.07423184,1.0,0.2666461,-0.100454025,0.13242719,0.0,0.0,0.0,0.016539603,-0.0062309927,-0.60827005
218773656,-14.409044,164.72401,-28.541756,-2.4801204,0.0,0.5502079,0.07815929,1.0,0.2786801,-0.092641786,0.12123772,0.0,0.0,0.0,0.017305829,-0.0057529868,-0.6089778
218873551,-14.409044,164.72401,-28.441853,-2.4801204,0.0,0.54567164,0.080812074,1.0,0.29114464,-0.09305511,0.13414088,0.0,0.0,0.0,0.01805274,-0.005769983,-0.60811526
218973672,-14.409044,164.72401,-28.341736,-2.4801204,0.0,0.5413564,0.08349386,1.0,0.29332522,-0.081843264,0.11418589,0.0,0.0,0.0,0.018226039,-0.005085408,-0.6093593
219077528,-14.409044,164.72401,-28.246042,-2.4801204,0.0,0.538652,0.08879936,1.0,0.28747502,-0.06011829,0.1678425,0.0,0.0,0.0,0.017762087,-0.0037145016,-0.60590935
219169646,-14.409044,164.72401,-28.145761,-2.4801204,0.0,0.5328899,0.09417732,1.0,0.27444977,0.000561174,0.15847951,0.0,0.0,0.0,0.016973058,3.470522e-05,-0.6064961
219269894,-14.409044,164.72401,-28.045507,-2.4801204,0.0,0.52672553,0.099801704,1.0,0.30682796,-0.0604906,0.14380386,0.0,0.0,0.0,0.019003177,-0.003746444,-0.60742056
219373472,-14.409044,164.72401,-27.941929,-2.4801204,0.0,0.51894397,0.10502021,1.0,0.2424402,-0.019688454,0.15636116,0.0,0.0,0.0,0.014996159,-0.001217831,-0.60661274
219473768,-14.409044,164.72401,-27.841633,-2.4801204,0.0,0.51314294,0.11173179,1.0,0.27499238,0.00320818,0.19644856,0.0,0.0,0.0,0.016938968,0.00019761734,-0.60403055
219577586,-14.409044,164.72401,-27.746292,-2.4801204,0.0,0.50602186,0.119023204,1.0,0.2889658,0.012664501,0.12871736,0.0,0.0,0.0,0.017925413,0.0007856169,-0.6083257
219674050,-14.409044,164.72401,-27.641348,-2.4801204,0.0,0.5036554,0.12573479,1.0,0.2839912,0.008148706,0.11151149,0.0,0.0,0.0,0.017650228,0.0005064471,-0.6094143
219777747,-14.409044,164.72401,-27.546125,-2.4801204,0.0,0.49559754,0.13166359,1.0,0.26983863,0.027089033,0.18435305,0.0,0.0,0.0,0.016639598,0.0016704452,-0.6047528
219877698,-14.409044,164.72401,-27.446226,-2.4801204,0.0,0.4897992,0.138984,1.0,0.23353282,0.0027806778,0.16861737,0.0,0.0,0.0,0.014425387,0.00017176324,-0.60574514
219973659,-14.409044,164.72401,-27.341745,-2.4801204,0.0,0.48345548,0.14502877,1.0,0.23243546,0.031571314,0.13761753,0.0,0.0,0.0,0.014402634,0.0019562852,-0.60768515
220073417,-14.409044,164.72401,-27.241982,-2.4801204,0.0,0.4742062,0.15078361,1.0,0.24752936,0.03510125,0.13430259,0.0,0.0,0.0,0.015342931,0.0021757262,-0.60787237
220173259,-14.409044,164.72401,-27.142155,-2.4801204,0.0,0.4657488,0.1578431,1.0,0.21751657,0.054454938,0.1357049,0.0,0.0,0.0,0.013482499,0.0033753226,-0.60777867
220273285,-14.409044,164.72401,-27.042116,-2.4801204,0.0,0.45747074,0.16507652,1.0,0.1724608,0.029674673,0.12930337,0.0,0.0,0.0,0.010694357,0.0018401372,-0.608174
220369801,-14.409044,164.72401,-26.945595,-2.4801204,0.0,0.44903597,0.17233895,1.0,0.18153799,0.058971874,0.16881838,0.0,0.0,0.0,0.011209417,0.0036413332,-0.6056341
220477930,-14.409044,164.72401,-26.845585,-2.4801204,0.0,0.43971786,0.17896354,1.0,0.17437732,0.09777982,0.12579066,0.0,0.0,0.0,0.010818721,0.0060664564,-0.60835564
220569803,-14.409044,164.72401,-26.745596,-2.4801204,0.0,0.43210393,0.18360221,1.0,0.15289864,0.07566065,0.13323602,0.0,0.0,0.0,0.009479077,0.0046906443,-0.6078438
220673029,-14.409044,164.72401,-26.64237,-2.4801204,0.0,0.42326778,0.18899468,1.0,0.1424711,0.07729139,0.17074767,0.0,0.0,0.0,0.00879717,0.0047725146,-0.60541844
220769559,-14.409044,164.72401,-26.545845,-2.4801204,0.0,0.41949254,0.19479302,1.0,0.15754074,0.07122863,0.13622156,0.0,0.0,0.0,0.009759086,0.0044123596,-0.60758257
220877338,-14.409044,164.72401,-26.43806,-2.4801204,0.0,0.41276464,0.20015648,1.0,0.13932696,0.06790901,0.14579505,0.0,0.0,0.0,0.008623023,0.004202926,-0.6069543
220977466,-14.409044,164.72401,-26.345795,-2.4801204,0.0,0.40489158,0.203534,1.0,0.14536649,0.053993218,0.14741424,0.0,0.0,0.0,0.008996848,0.0033416834,-0.60681343
221077466,-14.409044,164.72401,-26.237934,-2.4801204,0.0,0.39839563,0.20744789,1.0,0.14544517,0.091748156,0.16441593,0.0,0.0,0.0,0.008983187,0.005666678,-0.6056767
221177392,-14.409044,164.72401,-26.14593,-2.4801204,0.0,0.3938711,0.21202858,1.0,0.14803609,0.08029678,0.19736686,0.0,0.0,0.0,0.009109944,0.0049413564,-0.60353625
221274234,-14.409044,164.72401,-26.041166,-2.4801204,0.0,0.39157167,0.21526116,1.0,0.16824582,0.0483289,0.1617344,0.0,0.0,0.0,0.010392304,0.002985207,-0.60576385
221377637,-14.409044,164.72401,-25.937767,-2.4801204,0.0,0.38572532,0.2189141,1.0,0.16434696,0.03724857,0.09775641,0.0,0.0,0.0,0.010218745,0.002316037,-0.60981286
221473601,-14.409045,164.724,-25.841799,-2.4801204,0.0,0.38104352,0.22157231,1.0,0.17579043,0.045469947,0.11601596,0.0,0.0,0.0,0.010910174,0.0028220247,-0.608646
221573747,-14.409045,164.724,-25.741652,-2.4801204,0.0,0.37816548,0.225985,1.0,0.15260571,0.059278063,0.11104093,0.0,0.0,0.0,0.009477423,0.0036814038,-0.6089526
221677613,-14.409045,164.724,-25.649118,-2.4801204,0.0,0.37777504,0.23023106,1.0,0.19413692,0.07922862,0.094416715,0.0,0.0,0.0,0.012074777,0.0049278,-0.61000323
221773080,-14.409045,164.724,-25.542326,-2.4801204,0.0,0.37564233,0.23263764,1.0,0.18958202,0.047829434,0.12882203,0.0,0.0,0.0,0.011750583,0.0029645413,-0.60779357
221877921,-14.409045,164.724,-25.437473,-2.4801204,0.0,0.37697685,0.23562379,1.0,0.16728696,0.04111284,0.19447443,0.0,0.0,0.0,0.010298348,0.0025309464,-0.6035746
221977960,-14.409045,164.724,-25.345654,-2.4801204,0.0,0.37480068,0.23702988,1.0,0.19975194,0.0416777,0.1380983,0.0,0.0,0.0,0.012367269,0.002580397,-0.60713935
