timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
127369468,127369204,0.7839759,0.091289684,-0.113946214,0.60337746,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
127865520,127865256,0.8066776,0.012040304,-0.06176109,0.5876325,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
128365070,128364808,0.80090284,0.01229953,-0.02772139,0.59802574,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
128864924,128864660,0.7982745,0.02659303,-0.02722653,0.6010901,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
129365185,129364929,0.8003817,0.032331094,-0.029455647,0.5978933,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
129865459,129865197,0.80006975,0.033749573,-0.028257765,0.5982899,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
130369639,130369370,0.80040103,0.031912155,-0.024876622,0.59809786,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
130869770,130869500,0.8013009,0.026502065,-0.017572057,0.5974159,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
131369483,131369202,0.80072516,0.02428732,-0.013765525,0.59838104,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
131865607,131865350,0.8010361,0.019550279,-0.0127896685,0.5981601,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
132365657,132365388,0.80197924,0.018945137,-0.010675907,0.5969561,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
132869232,132868951,0.8005673,0.019344658,-0.009682645,0.5988523,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
133369521,133369259,0.8007684,0.018002527,-0.011326947,0.5985965,0.99995446,1.2974818e-10,-3.827073e-10,-0.009548696,3
