timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
238173311,238163285,197388,-0.19151738,0.1926248,0.45848688,0
238658269,238647503,197388,-0.22168677,0.19875233,0.4363937,0
239170057,239159298,197388,-0.20674592,0.20576912,0.48570535,0
239678013,239667698,197388,-0.1893903,0.20822369,0.45163438,0
240166209,240157109,197388,-0.2223918,0.196735,0.44038716,0
240657743,240646849,197388,-0.19536977,0.18925574,0.44827333,0
241166197,241159130,197388,-0.19910905,0.21104088,0.4659386,0
241662660,241651671,197388,-0.19338676,0.17691843,0.48051235,0
242173411,242162830,197388,-0.20022622,0.20847116,0.439174,0
242662364,242653873,197388,-0.19813302,0.22047816,0.46665654,0
243178074,243167676,197388,-0.20353931,0.20647745,0.45946378,0
243662348,243651766,197388,-0.21879517,0.21265912,0.45002934,0
244154494,244145330,197388,-0.22949122,0.21516065,0.44979826,0
244653985,244643683,197388,-0.22077131,0.21532647,0.4715695,0
245166445,245155506,197388,-0.21730897,0.21404938,0.47129008,0
245657690,245647591,197388,-0.1956248,0.19955209,0.46528515,0
246174047,246163683,197388,-0.20871268,0.20307088,0.45996648,0
246674219,246663821,197388,-0.18638772,0.21997118,0.4665557,0
247162554,247154013,197388,-0.2158821,0.1731303,0.46284005,0
247670627,247661681,197388,-0.21486063,0.19357005,0.46977463,0
248175046,248165599,197388,-0.18593848,0.2060126,0.47964302,0
248666349,248657877,197388,-0.20702453,0.19985752,0.46774197,0
249169973,249159724,197388,-0.21262234,0.20826325,0.45673507,0
249674078,249663359,197388,-0.18613575,0.2248202,0.46148437,0
250166963,250155637,197388,-0.20060512,0.23289296,0.4581837,0
250662503,250652066,197388,-0.20449953,0.24898921,0.46572316,0
251155641,251146097,197388,-0.20591171,0.22430459,0.47194645,0
251674278,251664006,197388,-0.21643816,0.19575527,0.46432054,0
252169919,252159923,197388,-0.20048293,0.19428697,0.45529795,0
252674939,252664047,197388,-0.20749901,0.2226829,0.46861273,0
253170309,253159956,197388,-0.18548572,0.22639619,0.47532663,0
253675322,253664353,197388,-0.18420428,0.20639068,0.45265493,0
254155856,254144169,197388,-0.19015723,0.21114627,0.4422534,0
254663349,254654108,197388,-0.20847492,0.19726788,0.47289798,0
255174739,255166171,197388,-0.20221432,0.21197258,0.47548324,0
255667447,255658221,197388,-0.19578569,0.21643081,0.45003435,0
256155456,256146168,197388,-0.21461296,0.21528573,0.47869998,0
256659275,256650327,197388,-0.17179537,0.2171051,0.47644567,0
257167403,257158380,197388,-0.20058611,0.20143099,0.45984155,0
257659228,257648273,197388,-0.18556422,0.24561408,0.44955355,0
258155473,258146169,197388,-0.19177943,0.23090811,0.4404586,0
258675152,258664404,197388,-0.22177443,0.20968795,0.44935632,0
259174960,259164197,197388,-0.21099198,0.20310092,0.4531804,0
259674786,259666380,197388,-0.20415218,0.21420582,0.44400045,0
260174596,260164062,197388,-0.18390167,0.19882956,0.4495438,0
260674824,260664493,197388,-0.19962382,0.2064287,0.47194427,0
261162913,261152388,197388,-0.18378416,0.18178695,0.46518728,0
261656046,261646232,197388,-0.20165025,-0.17525375,0.44129786,0
262156889,262146446,197388,-0.2530565,-0.13449542,0.46981356,0
262656861,262645991,197388,0.2557004,-0.045070034,0.477276,0
263151503,263140445,197388,0.2744084,-0.041356977,0.45505476,0
263658855,263650052,197388,0.29356134,-0.07451152,0.42206156,0
264166919,264158397,197388,0.28223607,-0.025557244,0.43383914,0
264662959,264654523,197388,0.27423537,-0.02691027,0.4749027,0
265159820,265148549,197388,0.26636982,-0.022889134,0.4520702,0
265671649,265660539,197388,0.25523096,-0.003935133,0.4607541,0
266171011,266162581,197388,0.24652462,-0.037922833,0.47025734,0
266674928,266664550,197388,0.27057633,-0.04209797,0.46718615,0
267167107,267157097,197388,0.2805181,-0.024273017,0.4680194,0
267659713,267650702,197388,0.28381267,-0.017327892,0.4488411,0
268162919,268154440,197388,0.23691814,-0.027905738,0.4835022,0
268662786,268652571,197388,0.26431245,-0.0240587,0.44253156,0
269156079,269144730,197388,0.2874112,-0.017602544,0.46720314,0
